client_id,client_name,client_type,sector,sector_risk,country,pep_flag,sanctions_flag,fatf_country_flag,ofac_country_flag,sectoral_sanctions_flag,ownership_opacity_score,risk_tier,accounts_to_assign,accounts_to_assign_final,high_rank
274,Boyer LLC,NGO,Crypto Exchange,High,VE,0,0,0,1,0,0,High,6,7,154
275,Crawford Group,Corporate,NGO/Charity,High,CA,0,0,0,0,0,0,High,6,7,155
276,Patel Inc,Financial Institution,Energy/Oil,High,VE,0,0,0,1,1,0,High,6,7,156
277,"Lewis, Moreno and Tucker",NGO,Crypto Exchange,High,AU,0,0,0,0,0,0,High,6,7,157
278,Delgado LLC,NGO,Energy/Oil,High,DE,0,0,0,0,1,0,High,6,7,158
279,Lambert-Terry,NGO,Import/Export,Medium,VE,0,0,0,1,0,1,Medium,4,4,
280,"Valentine, Floyd and Griffin",Corporate,Defense/Arms,High,CH,0,0,0,0,1,0,High,6,7,159
281,Wright LLC,NGO,Energy/Oil,High,RU,0,0,0,1,1,0,High,6,7,160
282,"Carey, Holland and Anderson",Individual,Crypto Exchange,High,UK,0,0,0,0,0,0,High,6,7,161
283,"Adams, Charles and Williams",Financial Institution,Casino/Gambling,High,IN,0,0,0,0,0,0,High,6,7,162
284,"Horton, Taylor and Vasquez",Individual,Retail,Low,FR,0,0,0,0,0,0,Low,2,2,
285,Young-Gilbert,Corporate,Import/Export,Medium,NL,0,0,0,0,0,0.5,Medium,4,4,
286,Hall-Cook,Financial Institution,Tech,Low,NL,0,0,0,0,0,0,Low,2,2,
287,"Webster, Hall and Tyler",Corporate,Consulting,Low,UK,0,0,0,0,0,0,Low,2,2,
288,Garza-Yates,NGO,Energy/Oil,High,DE,1,0,0,0,1,0,High,6,7,163
289,Lewis Inc,Financial Institution,Retail,Low,AF,0,0,0,0,0,0,Low,2,2,
290,Walker-Marshall,NGO,Energy/Oil,High,CH,0,0,0,0,1,0,High,6,7,164
291,Garcia-Jacobs,Individual,Retail,Low,NL,0,0,0,0,0,0,Low,2,2,
292,Moreno-Mcgee,Individual,Defense/Arms,High,SG,0,0,0,0,1,0,High,6,7,165
293,Stephens Ltd,Individual,Casino/Gambling,High,NL,0,0,0,0,0,0,High,6,7,166
294,Sanchez Group,Corporate,Defense/Arms,High,UK,0,0,0,0,1,0,High,6,7,167
295,Nelson-Yang,NGO,Crypto Exchange,High,KP,0,0,1,1,0,0,High,6,7,168
296,Nguyen-Payne,Financial Institution,Crypto Exchange,High,US,0,0,0,0,0,0,High,6,7,169
297,Jacobson Inc,NGO,Import/Export,Medium,CN,1,0,0,0,0,0,High,6,7,170
298,"Stein, Harvey and Patton",Corporate,Crypto Exchange,High,SY,0,0,0,1,0,0.5,High,6,7,171
299,"Lane, Rangel and Villegas",Corporate,Financial Services,Medium,SD,0,0,0,1,1,0.5,Medium,4,4,
300,"Austin, Gray and Moyer",Individual,Energy/Oil,High,CA,0,0,0,0,1,0,High,6,7,172
301,Lynch LLC,NGO,Import/Export,Medium,JP,0,0,0,0,0,0.5,Medium,4,4,
302,"Barker, Beard and Benton",Corporate,Consulting,Low,IR,0,0,1,1,0,0,High,6,7,173
303,Mcdonald and Sons,Corporate,Crypto Exchange,High,SY,0,0,0,1,0,0,High,6,7,174
304,Miller Group,NGO,Tech,Low,IN,0,0,0,0,0,0,Low,2,2,
305,"Young, Moran and Wheeler",Financial Institution,Casino/Gambling,High,SG,0,0,0,0,0,0,High,6,7,175
306,Brown and Sons,Financial Institution,NGO/Charity,High,IR,0,0,1,1,0,0,High,6,7,176
307,Hammond PLC,NGO,Defense/Arms,High,DE,0,0,0,0,1,0,High,6,7,177
308,Mcgrath-Carter,Financial Institution,Energy/Oil,High,CA,0,0,0,0,1,0,High,6,7,178
309,"Williams, Jordan and Holt",Corporate,Import/Export,Medium,DE,0,0,0,0,0,0.5,Medium,4,4,
310,Walker-Hicks,NGO,Tech,Low,CA,0,1,0,0,0,0,High,6,7,179
311,White Ltd,NGO,Real Estate,Medium,AU,0,0,0,0,0,0,Medium,4,4,
312,"Osborne, Wilson and James",Individual,Real Estate,Medium,LB,0,0,0,0,0,0,Medium,4,4,
313,"Morgan, Taylor and Lester",NGO,Real Estate,Medium,AF,1,0,0,0,0,0,High,6,7,180
314,Stevens Ltd,Individual,Defense/Arms,High,LB,0,0,0,0,1,0,High,6,7,181
315,Wood PLC,Individual,Tech,Low,NL,0,0,0,0,0,0,Low,2,2,
316,"Allen, Moreno and Mcclain",Individual,Real Estate,Medium,UK,0,0,0,0,0,0,Medium,4,4,
317,Williams and Sons,NGO,Energy/Oil,High,FR,0,0,0,0,1,0,High,6,7,182
318,Brown Inc,Individual,NGO/Charity,High,US,0,0,0,0,0,0,High,6,7,183
319,Pierce-Williams,Financial Institution,Import/Export,Medium,IR,0,0,1,1,0,0,High,6,7,184
320,"Wright, Castaneda and Nguyen",Individual,Tech,Low,RU,0,0,0,1,0,0,Low,2,2,
321,"Snyder, Hurst and Davis",NGO,Energy/Oil,High,SG,0,0,0,0,1,0,High,6,7,185
322,"Jones, Mercado and Galvan",NGO,Casino/Gambling,High,CA,0,0,0,0,0,0,High,6,7,186
323,"Riggs, Watkins and Acosta",Corporate,Real Estate,Medium,NL,1,0,0,0,0,0,High,6,7,187
324,Espinoza LLC,Financial Institution,NGO/Charity,High,US,0,0,0,0,0,0,High,6,7,188
325,"Baker, Hansen and Acosta",NGO,Real Estate,Medium,AE,0,0,0,0,0,0.5,Medium,4,4,
326,"Villarreal, Reeves and Cummings",Financial Institution,Energy/Oil,High,US,0,0,0,0,1,0,High,6,7,189
327,"Sloan, Harris and Diaz",NGO,Crypto Exchange,High,AE,0,0,0,0,0,0,High,6,7,190
328,Perry-Kemp,Individual,Tech,Low,SG,0,0,0,0,0,0,Low,2,2,
329,Williams and Sons,Financial Institution,Defense/Arms,High,CH,0,0,0,0,1,0,High,6,7,191
330,Travis-Herman,NGO,Casino/Gambling,High,UK,0,0,0,0,0,0,High,6,7,192
331,Jones Ltd,Corporate,Casino/Gambling,High,JP,0,0,0,0,0,1,High,6,7,193
332,Campbell PLC,Corporate,Financial Services,Medium,CA,0,0,0,0,1,0,Medium,4,4,
333,Mendoza Ltd,Individual,Energy/Oil,High,IR,0,1,1,1,1,0,High,6,7,194
334,Higgins-Williams,NGO,Crypto Exchange,High,RU,0,0,0,1,0,0,High,6,7,195
335,Gregory Ltd,Individual,Financial Services,Medium,CH,0,0,0,0,1,0,Medium,4,4,
336,"Anderson, Benson and Gonzalez",Financial Institution,Casino/Gambling,High,VE,1,0,0,1,0,0,High,6,7,196
337,"Cook, Mcgee and Wong",Corporate,Tech,Low,CH,0,0,0,0,0,0,Low,2,2,
338,Saunders-Kelly,Individual,Casino/Gambling,High,IN,0,0,0,0,0,0,High,6,7,197
339,Perez-Hart,Corporate,Real Estate,Medium,RU,0,0,0,1,0,0,Medium,4,4,
340,Nelson Group,Corporate,Consulting,Low,SG,0,0,0,0,0,0,Low,2,2,
341,Hoffman-Frost,Individual,Import/Export,Medium,JP,1,0,0,0,0,0,High,6,7,198
342,Rivera-Mullins,Corporate,Real Estate,Medium,LB,0,0,0,0,0,0,Medium,4,4,
343,Robbins and Sons,NGO,Defense/Arms,High,IR,0,0,1,1,1,0.5,High,6,7,199
344,"Abbott, Compton and Coleman",Corporate,Casino/Gambling,High,KP,0,0,1,1,0,1,High,6,7,200
345,Stewart PLC,Corporate,Energy/Oil,High,SG,0,0,0,0,1,0,High,6,7,201
346,Watts-Hoffman,Financial Institution,Energy/Oil,High,AE,0,0,0,0,1,0,High,6,7,202
347,Lopez LLC,Individual,Consulting,Low,IR,0,0,1,1,0,0,High,6,7,203
348,Harmon LLC,Individual,Consulting,Low,IN,0,0,0,0,0,0,Low,2,2,
349,Lopez Ltd,NGO,Consulting,Low,LB,0,0,0,0,0,0,Low,2,2,
350,"Miles, Schmidt and Parker",NGO,Defense/Arms,High,IR,0,0,1,1,1,1,High,6,7,204
351,"Graves, Montgomery and Ryan",Corporate,Real Estate,Medium,IR,1,0,1,1,0,0,High,6,7,205
352,"Grant, Brown and Williams",Corporate,NGO/Charity,High,NL,0,0,0,0,0,0,High,6,7,206
353,"Berry, Gomez and Gonzales",Individual,Financial Services,Medium,CA,0,0,0,0,1,0,Medium,4,4,
354,Anthony-Hopkins,NGO,Financial Services,Medium,CH,0,0,0,0,1,0,Medium,4,4,
355,"Brown, Gilbert and Eaton",Individual,Financial Services,Medium,SY,0,0,0,1,1,0,Medium,4,4,
356,Rodriguez Inc,Financial Institution,Defense/Arms,High,KP,0,0,1,1,1,0,High,6,7,207
357,Scott-Bryant,NGO,Financial Services,Medium,SY,0,0,0,1,1,0,Medium,4,4,
358,Moran-Wade,Corporate,Consulting,Low,VE,0,0,0,1,0,0,Low,2,2,
359,Huerta-Weaver,Financial Institution,Consulting,Low,CN,0,0,0,0,0,0,Low,2,2,
360,Brown-Stephens,Individual,Energy/Oil,High,IN,0,0,0,0,1,0,High,6,7,208
361,"French, Cannon and Villegas",Corporate,Import/Export,Medium,AE,1,0,0,0,0,0,High,6,7,209
362,Fernandez-Meza,Individual,Crypto Exchange,High,CH,0,0,0,0,0,0,High,6,7,210
363,Martin-Leblanc,Corporate,Casino/Gambling,High,CN,0,0,0,0,0,0.5,High,6,7,211
364,Brown PLC,Financial Institution,Crypto Exchange,High,FR,0,0,0,0,0,0,High,6,7,212
365,"Shelton, Scott and Hoffman",Corporate,Tech,Low,AU,0,0,0,0,0,0,Low,2,2,
366,Hansen-Thomas,NGO,Real Estate,Medium,CN,1,0,0,0,0,0,High,6,7,213
367,Mendez Inc,Individual,Retail,Low,SD,1,0,0,1,0,0,High,6,7,214
368,Curtis LLC,Financial Institution,Energy/Oil,High,JP,0,0,0,0,1,0,High,6,7,215
369,Johnson Ltd,Corporate,Real Estate,Medium,IR,0,0,1,1,0,0.5,High,6,7,216
370,Nelson-Phillips,Corporate,Real Estate,Medium,IN,0,0,0,0,0,0.5,Medium,4,4,
371,Hudson-Bell,NGO,Crypto Exchange,High,LB,0,0,0,0,0,0,High,6,7,217
372,"Smith, Mcfarland and Wilkinson",Individual,Financial Services,Medium,DE,0,0,0,0,1,0,Medium,4,4,
373,Gomez-Marks,NGO,Import/Export,Medium,CA,0,0,0,0,0,0,Medium,4,4,
374,Charles-Bruce,Individual,Consulting,Low,SD,0,0,0,1,0,0,Low,2,2,
375,"Shelton, Whitehead and Mack",Corporate,Energy/Oil,High,SY,0,0,0,1,1,0,High,6,7,218
376,Allen-Sweeney,Individual,Casino/Gambling,High,US,0,0,0,0,0,0,High,6,7,219
377,"Hernandez, Willis and Hoffman",NGO,Crypto Exchange,High,JP,0,0,0,0,0,0.5,High,6,7,220
378,"Rogers, Flores and Nichols",NGO,Defense/Arms,High,SG,0,0,0,0,1,0,High,6,7,221
379,"Johnson, Russo and Rodgers",NGO,Import/Export,Medium,KP,0,0,1,1,0,0,High,6,7,222
380,Byrd Inc,NGO,Import/Export,Medium,CN,0,0,0,0,0,0,Medium,4,4,
381,"Romero, Campos and Chambers",Individual,Import/Export,Medium,CA,0,0,0,0,0,0,Medium,4,4,
382,Tate-Barton,Individual,Import/Export,Medium,CA,0,0,0,0,0,0,Medium,4,4,
383,"Shaffer, Lopez and Rivera",Individual,Casino/Gambling,High,IR,1,0,1,1,0,0,High,6,7,223
384,Garza-Colon,Corporate,Real Estate,Medium,RU,0,0,0,1,0,0,Medium,4,4,
385,"Mclaughlin, Hall and Hinton",Corporate,Consulting,Low,AF,0,0,0,0,0,0,Low,2,2,
386,Mcclure Ltd,Financial Institution,Retail,Low,CN,0,0,0,0,0,0,Low,2,2,
387,"Hess, Marquez and Atkinson",NGO,Financial Services,Medium,JP,0,0,0,0,1,0,Medium,4,4,
388,Castro Ltd,Individual,Real Estate,Medium,RU,0,0,0,1,0,0,Medium,4,4,
389,Dean and Sons,Corporate,Crypto Exchange,High,LB,0,0,0,0,0,0,High,6,7,224
390,"Rios, Wright and Hancock",Corporate,Financial Services,Medium,CA,0,0,0,0,1,0,Medium,4,4,
391,Harvey-Anderson,NGO,Retail,Low,UK,0,0,0,0,0,0,Low,2,2,
392,Jackson-Ray,Individual,Real Estate,Medium,FR,0,0,0,0,0,0,Medium,4,4,
393,Thornton LLC,Financial Institution,Import/Export,Medium,AF,0,0,0,0,0,0,Medium,4,4,
394,"Foster, Scott and Curtis",Individual,Import/Export,Medium,AU,0,0,0,0,0,0,Medium,4,4,
395,"King, Murray and Mcdaniel",NGO,Retail,Low,AE,0,0,0,0,0,0,Low,2,2,
396,Clark LLC,Individual,Real Estate,Medium,IR,0,0,1,1,0,0,High,6,7,225
397,"Wood, Gonzalez and Johnson",Corporate,Consulting,Low,SG,0,0,0,0,0,0,Low,2,2,
398,Schmitt Inc,NGO,Defense/Arms,High,LB,0,0,0,0,1,0.5,High,6,7,226
399,"Patton, Johnson and Mendez",Corporate,Retail,Low,VE,0,0,0,1,0,0.5,Low,2,2,
400,English Ltd,Financial Institution,Consulting,Low,CH,0,0,0,0,0,0,Low,2,2,
401,Nelson-Owens,Corporate,Retail,Low,SG,0,0,0,0,0,0.5,Low,2,2,
402,Lane Ltd,NGO,Energy/Oil,High,VE,0,0,0,1,1,0,High,6,7,227
403,Li Ltd,Corporate,NGO/Charity,High,SY,1,1,0,1,0,0.5,High,6,7,228
404,Martin-Baker,Corporate,Crypto Exchange,High,DE,0,0,0,0,0,0,High,6,7,229
405,"Hardin, Sanchez and Stewart",Corporate,NGO/Charity,High,SG,1,0,0,0,0,0,High,6,7,230
406,Cooley-Martinez,Individual,Consulting,Low,SG,0,0,0,0,0,0,Low,2,2,
407,Adkins Ltd,Corporate,Real Estate,Medium,LB,0,0,0,0,0,0,Medium,4,4,
408,Bender Ltd,Individual,Crypto Exchange,High,UK,0,0,0,0,0,0,High,6,7,231
409,Lee LLC,Financial Institution,Casino/Gambling,High,NL,0,0,0,0,0,0,High,6,7,232
410,"Gomez, Larsen and Morris",Individual,Real Estate,Medium,AE,0,0,0,0,0,0,Medium,4,4,
411,Lopez-Washington,Financial Institution,Tech,Low,AE,0,0,0,0,0,0,Low,2,2,
412,Hughes Inc,Individual,Import/Export,Medium,CH,0,0,0,0,0,0,Medium,4,4,
413,"Davis, Schmidt and Page",Corporate,Casino/Gambling,High,CH,0,0,0,0,0,0,High,6,7,233
414,"Arnold, Carlson and Lewis",Financial Institution,Defense/Arms,High,UK,0,0,0,0,1,0,High,6,7,234
415,"Elliott, Walton and Mcdaniel",NGO,Defense/Arms,High,RU,0,0,0,1,1,0,High,6,7,235
416,Becker PLC,Individual,Energy/Oil,High,CH,0,0,0,0,1,0,High,6,7,236
417,"Gill, Love and Zavala",Corporate,Financial Services,Medium,JP,0,0,0,0,1,1,Medium,4,4,
418,Hernandez Inc,Financial Institution,Import/Export,Medium,US,1,0,0,0,0,0,High,6,7,237
419,"Evans, Compton and Hill",NGO,Import/Export,Medium,RU,0,0,0,1,0,0,Medium,4,4,
420,"Hogan, Hernandez and Hernandez",Individual,Crypto Exchange,High,SG,0,0,0,0,0,0,High,6,7,238
421,Anderson Ltd,Corporate,Real Estate,Medium,DE,0,0,0,0,0,0,Medium,4,4,
422,Rose-Murphy,NGO,Tech,Low,JP,0,0,0,0,0,0.5,Low,2,2,
423,Allen-Jones,NGO,Energy/Oil,High,IN,1,0,0,0,1,0,High,6,7,239
424,Rosales and Sons,Individual,Retail,Low,SY,0,0,0,1,0,0,Low,2,2,
425,"Torres, Fletcher and Burch",Individual,Casino/Gambling,High,SY,0,0,0,1,0,0,High,6,7,240
426,"Francis, Ramsey and Lee",Corporate,Crypto Exchange,High,CH,0,0,0,0,0,0,High,6,7,241
427,"Simmons, Davis and Fletcher",Financial Institution,Real Estate,Medium,CA,0,0,0,0,0,0,Medium,4,4,
428,"Hall, Ward and Morales",Individual,Crypto Exchange,High,KP,0,0,1,1,0,0,High,6,7,242
429,"Lee, Ellis and Ortiz",Individual,Import/Export,Medium,AU,0,0,0,0,0,0,Medium,4,4,
430,"Mejia, Turner and Alexander",Corporate,Defense/Arms,High,RU,0,0,0,1,1,0.5,High,6,7,243
431,Goodwin-Johnson,Individual,Energy/Oil,High,VE,0,0,0,1,1,0,High,6,7,244
432,Fox PLC,NGO,Real Estate,Medium,CN,0,0,0,0,0,0,Medium,4,4,
433,Morgan-Smith,Individual,Real Estate,Medium,LB,0,0,0,0,0,0,Medium,4,4,
434,"Scott, Bowers and Wallace",Financial Institution,Import/Export,Medium,SD,0,0,0,1,0,0,Medium,4,4,
435,"Keller, Thomas and Harris",NGO,NGO/Charity,High,US,0,0,0,0,0,0.5,High,6,7,245
436,"Carroll, Davidson and Casey",Financial Institution,Energy/Oil,High,JP,0,0,0,0,1,0,High,6,7,246
437,"Ross, Simpson and Taylor",Financial Institution,Tech,Low,FR,0,0,0,0,0,0,Low,2,2,
438,Lang-Schroeder,Financial Institution,Energy/Oil,High,SY,0,0,0,1,1,0,High,6,7,247
439,Klein PLC,Financial Institution,Financial Services,Medium,CH,0,0,0,0,1,0,Medium,4,4,
440,Parker Inc,Financial Institution,Defense/Arms,High,IN,0,0,0,0,1,0,High,6,7,248
441,Burke-Esparza,Individual,Retail,Low,FR,0,0,0,0,0,0,Low,2,2,
442,"Lewis, Decker and Price",Individual,Energy/Oil,High,US,0,0,0,0,1,0,High,6,7,249
443,Bennett-Perry,Corporate,Import/Export,Medium,RU,0,0,0,1,0,1,Medium,4,4,
444,Carr-Obrien,Individual,Tech,Low,VE,0,0,0,1,0,0,Low,2,2,
445,Brown Ltd,Individual,Tech,Low,UK,0,0,0,0,0,0,Low,2,2,
446,"Peck, Nguyen and Lewis",NGO,NGO/Charity,High,AF,0,0,0,0,0,0,High,6,7,250
447,Larson Inc,Financial Institution,Casino/Gambling,High,IR,0,0,1,1,0,0,High,6,7,251
448,Gibbs-Anthony,Individual,Financial Services,Medium,CA,0,0,0,0,1,0,Medium,4,4,
449,Arnold Group,Financial Institution,Import/Export,Medium,AE,0,0,0,0,0,0,Medium,4,4,
450,"Finley, Velez and Romero",Financial Institution,Casino/Gambling,High,CA,0,0,0,0,0,0,High,6,7,252
451,Elliott Inc,Individual,Energy/Oil,High,AF,0,0,0,0,1,0,High,6,7,253
452,Taylor Ltd,NGO,Defense/Arms,High,AU,0,0,0,0,1,0,High,6,7,254
453,"Fernandez, Brown and Clark",Financial Institution,Consulting,Low,KP,0,0,1,1,0,0,High,6,7,255
454,Anderson-Wallace,Financial Institution,Defense/Arms,High,CH,0,0,0,0,1,0,High,6,7,256
455,Rodriguez and Sons,Financial Institution,NGO/Charity,High,VE,0,0,0,1,0,0,High,6,7,257
456,Palmer-Williams,NGO,Financial Services,Medium,UK,0,0,0,0,1,0,Medium,4,4,
457,"Taylor, Holland and Wood",Individual,Import/Export,Medium,CH,0,0,0,0,0,0,Medium,4,4,
458,"Gonzales, Jones and Garrett",NGO,Defense/Arms,High,AU,0,0,0,0,1,0,High,6,7,258
459,Mitchell Inc,Financial Institution,Casino/Gambling,High,SG,0,0,0,0,0,0,High,6,7,259
460,"Williamson, Simon and Adams",NGO,Financial Services,Medium,VE,0,0,0,1,1,0.5,Medium,4,4,
461,Norris Group,NGO,Real Estate,Medium,VE,0,0,0,1,0,0,Medium,4,4,
462,Young Ltd,NGO,Energy/Oil,High,SD,0,0,0,1,1,0,High,6,7,260
463,Brooks Group,Corporate,NGO/Charity,High,RU,0,0,0,1,0,0,High,6,7,261
464,Spencer-Griffin,Individual,Defense/Arms,High,RU,0,0,0,1,1,0,High,6,7,262
465,Phillips-Galloway,Financial Institution,Crypto Exchange,High,SG,0,0,0,0,0,0,High,6,7,263
466,"Wells, Anderson and Stafford",Financial Institution,Tech,Low,FR,0,0,0,0,0,0,Low,2,2,
467,Williams-Stewart,Corporate,NGO/Charity,High,KP,0,0,1,1,0,0,High,6,7,264
468,Smith-Marquez,Individual,Tech,Low,FR,0,0,0,0,0,0,Low,2,2,
469,"Hernandez, Woods and Cooper",Corporate,NGO/Charity,High,DE,0,0,0,0,0,0,High,6,7,265
470,Parker-King,Corporate,Defense/Arms,High,VE,0,0,0,1,1,0.5,High,6,7,266
471,Chan-Smith,NGO,Consulting,Low,DE,0,0,0,0,0,0,Low,2,2,
472,Harrington Inc,NGO,Casino/Gambling,High,CH,0,0,0,0,0,1,High,6,7,267
473,Flowers-Peters,Corporate,Tech,Low,KP,0,0,1,1,0,0,High,6,7,268
474,"Bell, Perez and Chan",Corporate,Real Estate,Medium,KP,0,0,1,1,0,0,High,6,7,269
475,"Greer, Harrison and Smith",Individual,Financial Services,Medium,US,0,0,0,0,1,0,Medium,4,4,
476,Cain-Hernandez,NGO,Real Estate,Medium,AF,0,0,0,0,0,0.5,Medium,4,4,
477,Jordan Group,Financial Institution,Defense/Arms,High,UK,0,0,0,0,1,0,High,6,7,270
478,Lopez Inc,Financial Institution,NGO/Charity,High,SY,0,0,0,1,0,0,High,6,7,271
479,Bailey-Johnson,Financial Institution,Tech,Low,US,0,0,0,0,0,0,Low,2,2,
480,Brown and Sons,Financial Institution,Crypto Exchange,High,UK,0,0,0,0,0,0,High,6,7,272
481,"Barnes, Palmer and Hernandez",NGO,Energy/Oil,High,AF,0,0,0,0,1,1,High,6,7,273
482,Johnson PLC,Corporate,Financial Services,Medium,CH,0,0,0,0,1,0,Medium,4,4,
483,Combs Ltd,Corporate,Crypto Exchange,High,US,0,0,0,0,0,0.5,High,6,7,274
484,Barrett-West,Individual,Consulting,Low,DE,0,0,0,0,0,0,Low,2,2,
485,"Gomez, Garner and Miller",NGO,Retail,Low,NL,0,0,0,0,0,0.5,Low,2,2,
486,"Hinton, Tucker and Simmons",Individual,Real Estate,Medium,DE,0,0,0,0,0,0,Medium,4,4,
487,Newman-Cabrera,NGO,Defense/Arms,High,UK,0,0,0,0,1,1,High,6,7,275
488,"Walton, Wang and Harper",Individual,Tech,Low,AU,0,0,0,0,0,0,Low,2,2,
489,"Woods, Smith and Kim",Corporate,Real Estate,Medium,NL,0,0,0,0,0,0,Medium,4,4,
490,Taylor Ltd,NGO,Real Estate,Medium,LB,0,0,0,0,0,0,Medium,4,4,
491,Marshall-Stevenson,Financial Institution,Real Estate,Medium,US,0,0,0,0,0,0,Medium,4,4,
492,Garcia-Miller,Corporate,Financial Services,Medium,VE,1,0,0,1,1,1,High,6,7,276
493,"Sullivan, Jacobs and Hopkins",Financial Institution,Retail,Low,FR,0,0,0,0,0,0,Low,2,2,
494,Cooper LLC,Corporate,Retail,Low,KP,0,0,1,1,0,0.5,High,6,7,277
495,Rose-Lee,Financial Institution,Import/Export,Medium,CA,0,0,0,0,0,0,Medium,4,4,
496,Gonzalez-Bailey,Individual,Real Estate,Medium,AE,0,0,0,0,0,0,Medium,4,4,
497,"Gilmore, Petersen and Walsh",NGO,Defense/Arms,High,JP,0,0,0,0,1,0,High,6,7,278
498,Miller-Baker,Financial Institution,Crypto Exchange,High,UK,0,0,0,0,0,0,High,6,7,279
499,Gonzales LLC,NGO,Crypto Exchange,High,SY,0,0,0,1,0,0,High,6,7,280
500,"Allen, Castillo and Thompson",Financial Institution,Casino/Gambling,High,CA,1,0,0,0,0,0,High,6,7,281
501,Patel-Avila,Financial Institution,Real Estate,Medium,NL,0,0,0,0,0,0,Medium,4,4,
502,Robinson Group,NGO,Real Estate,Medium,SY,0,0,0,1,0,0,Medium,4,4,
503,Ruiz and Sons,Financial Institution,Crypto Exchange,High,SG,0,0,0,0,0,0,High,6,7,282
504,Grant-Thornton,Individual,Import/Export,Medium,RU,0,0,0,1,0,0,Medium,4,4,
505,Hart LLC,NGO,Energy/Oil,High,SD,0,0,0,1,1,0,High,6,7,283
506,Kidd Inc,Individual,Consulting,Low,DE,0,0,0,0,0,0,Low,2,2,
507,Cain-Taylor,Individual,Energy/Oil,High,NL,0,0,0,0,1,0,High,6,7,284
508,"Rogers, Figueroa and Garcia",NGO,Energy/Oil,High,VE,0,0,0,1,1,1,High,6,7,285
509,Hernandez and Sons,NGO,Casino/Gambling,High,SY,0,0,0,1,0,0.5,High,6,7,286
510,Gonzalez-Brennan,Financial Institution,Energy/Oil,High,RU,0,0,0,1,1,0,High,6,7,287
511,Simpson-Browning,Corporate,Consulting,Low,VE,0,0,0,1,0,0,Low,2,2,
512,Baker-Jones,Financial Institution,Real Estate,Medium,RU,0,0,0,1,0,0,Medium,4,4,
513,Sanders LLC,Financial Institution,Consulting,Low,CA,0,0,0,0,0,0,Low,2,2,
514,"Morris, Lane and Davis",Individual,Retail,Low,JP,0,0,0,0,0,0,Low,2,2,
515,Anderson LLC,Financial Institution,Casino/Gambling,High,US,0,0,0,0,0,0,High,6,7,288
516,"Moore, Davidson and Newton",Financial Institution,Financial Services,Medium,AF,0,0,0,0,1,0,Medium,4,4,
517,Schwartz-Stewart,Financial Institution,Defense/Arms,High,KP,0,0,1,1,1,0,High,6,7,289
518,"Snyder, Osborne and Pineda",Financial Institution,Consulting,Low,DE,0,0,0,0,0,0,Low,2,2,
519,Jones-Erickson,Corporate,Energy/Oil,High,CH,0,0,0,0,1,0,High,6,7,290
520,"Watkins, Kelly and Peterson",Individual,Retail,Low,US,0,0,0,0,0,0,Low,2,2,
521,"Tran, Lara and Mccarthy",NGO,Financial Services,Medium,DE,0,0,0,0,1,0,Medium,4,4,
522,"Miller, Price and Rivera",NGO,Consulting,Low,AU,0,0,0,0,0,0,Low,2,2,
523,Jones PLC,Corporate,Casino/Gambling,High,US,0,0,0,0,0,0,High,6,7,291
524,"Reynolds, Gray and Anderson",Financial Institution,Casino/Gambling,High,AF,0,0,0,0,0,0,High,6,7,292
525,Newman and Sons,Corporate,Import/Export,Medium,AU,0,0,0,0,0,0,Medium,4,4,
526,Kirby LLC,Individual,Real Estate,Medium,AU,0,0,0,0,0,0,Medium,4,4,
527,Barnes-Johnson,Corporate,Retail,Low,NL,0,0,0,0,0,0,Low,2,2,
528,Nelson-Hanson,Corporate,Real Estate,Medium,AF,0,0,0,0,0,0,Medium,4,4,
529,Miller and Sons,Financial Institution,Casino/Gambling,High,AE,1,0,0,0,0,0,High,6,7,293
530,James LLC,Financial Institution,Energy/Oil,High,FR,0,0,0,0,1,0,High,6,7,294
531,Moon-Harper,Corporate,NGO/Charity,High,LB,0,0,0,0,0,0,High,6,7,295
532,Moreno-Sanders,Financial Institution,Casino/Gambling,High,US,0,0,0,0,0,0,High,6,7,296
533,Harris-Rodriguez,Individual,Consulting,Low,AE,0,0,0,0,0,0,Low,2,2,
534,Obrien Ltd,Individual,Casino/Gambling,High,RU,0,0,0,1,0,0,High,6,7,297
535,"Herring, Rasmussen and Villa",Individual,Defense/Arms,High,RU,0,0,0,1,1,0,High,6,7,298
536,"Walker, Li and Ramsey",NGO,Real Estate,Medium,US,0,0,0,0,0,0,Medium,4,4,
537,"Powell, Palmer and Sanders",Financial Institution,Import/Export,Medium,AU,0,0,0,0,0,0,Medium,4,4,
538,"Kane, Harris and Wright",Corporate,Tech,Low,SG,0,0,0,0,0,0.5,Low,2,2,
539,Moore Inc,Corporate,Energy/Oil,High,CH,0,0,0,0,1,0,High,6,7,299
540,"Nolan, Rodriguez and Ruiz",Individual,Tech,Low,AE,0,0,0,0,0,0,Low,2,2,
541,"Wood, Sanchez and Anderson",Financial Institution,Retail,Low,KP,0,0,1,1,0,0,High,6,7,300
542,Hernandez PLC,Financial Institution,Retail,Low,IR,0,0,1,1,0,0,High,6,7,301
543,Powers Ltd,Individual,Import/Export,Medium,DE,0,0,0,0,0,0,Medium,4,4,
544,Wagner-Clark,Financial Institution,Defense/Arms,High,AE,0,0,0,0,1,0,High,6,7,302
545,Hancock-Kim,Individual,Defense/Arms,High,JP,0,0,0,0,1,0,High,6,7,303
